Paper_ID,Title,author,publication venue,year,abstract,,,,,,,,,,,,,,
219,"A review of robot learning for manipulation: Challenges, representations, and algorithms","O Kroemer, S Niekum, G Konidaris",Journal of machine learning research,2021,A key challenge in intelligent robotics is creating robots that are capable of directly interacting with the world around them to achieve their goals. The last decade has seen substantial …,,,,,,,,,,,,,,
220,Recommender System for Social Media: Research Challenges and Future Applications,"M Ge, G Pilato, F Persia…",2023 Fifth International …,2023,… is susceptible to man-in-the-middle attacks. A surgical robot could be taken over by an … making them extremely susceptible to manipulation attacks. Without any human involvement…,,,,,,,,,,,,,,
221,The grand challenges of Science Robotics,"GZ Yang, J Bellingham, PE Dupont, P Fischer…",Science robotics,2018,… They can respond to natural disasters and adversarial attacks by enabling resilience in our infrastructure (59). They are a part of any practical solution to space colonization. We are …,,,,,,,,,,,,,,
222,Rational Action Entails Rational Desire: A Critical Review of Searle's Rationality in Action1,A Peikoff,Philosophical Explorations,2003,"… , he holds that today’s ‘systematic attacks on the very idea of rationality’ are ‘appalling.’ (p. … artificial chimpanzee,’ not yet ‘a humanoid robot.’ This latter must incorporate certain specific …",,,,,,,,,,,,,,
223,Intelligent in?vehicle interaction technologies,"PK Murali, M Kaboli, R Dahiya",Advanced Intelligent Systems,2022,"… were conducted on a humanoid robot, but they … attacks through injection of spurious packets into the bus. [ 278 ] For instance, a type of denial-of-service (DoS) attack, called bus-off attack…",,,,,,,,,,,,,,
224,Numerical and experimental investigations of human swimming motions,"H Takagi, M Nakashima, Y Sato…",Journal of sports …,2016,"… After various improvements, the humanoid robot could swim by itself at 0.2–0.24 m · s –… attack (?) was equivalent to approximately 80. When the hand starts at such a high angle of attack…",,,,,,,,,,,,,,
225,Non-Explicit Communication with Robotic Manipulators: A Review (December 2016),PM Calhoun,rxevolution.me,,"… still choose grasps and angles of attack, but modify their behavior in … In [53] we see a small humanoid robot which is trained … They controlled a small humanoid robot using fMRI and their …",,,,,,,,,,,,,,
226,Bioinspired mechanisms and sensorimotor schemes for flying: a preliminary study for a robotic bat,"CT Recchiuto, R Molfino, A Hedenströem…",… in Autonomous Robotics …,2014,"… Important features characteristic of bat flight are changing camber, angle of attack (AoA) and … of sensory-motor learning on a humanoid robot. The formation of a body schema through …",,,,,,,,,,,,,,
227,A survey of the present landscape and prospective trajectories in rescue robots,"Y Li, Y Geng, Y Ji",… on Intelligent Robotics and Systems (ISoIRS …,2024,"… For instance, the humanoid robot “Bear” developed by VecnaRobotics in the United States [21](as depicted in Fig. 9.) serves as a rescue robot designed for battlefield scenarios. …",,,,,,,,,,,,,,
228,The Testaments; Quichotte; Machines Like Me and People Like You,B King,Journal of Postcolonial Writing,2019,… Quichotte also continuously attacks the degeneration of America from its idealism to the … I especially enjoyed the young man’s jealousy of the humanoid robot’s sexual relationship with …,,,,,,,,,,,,,,
229,Introduction to robotics agriculture in pest control: a review,"H Ahmed, AS Juraimi, SM Hamdani",Pertanika journal of scholarly …,2016,"… or seen on the leaves, shoot, stem, flower or roots and identification of the plant organ for pest and finding out the percentage of infestation incidence symptoms of the pest attack plays …",,,,,,,,,,,,,,
230,Design for an art therapy robot: An explorative review of the theoretical foundations for engaging in emotional and creative painting with a robot,"MD Cooney, MLR Menezes",Multimodal Technologies and Interaction,2018,"… For example, one humanoid robot asked people if they would like to be drawn, and then drew detected faces step-by-step, from rough contours to more detailed lines [62]; this …",,,,,,,,,,,,,,
231,"Optimizing Smart Agriculture by Integrating Artificial Cognition: A Review, Current Challenges and Future Trends","TA Gamage, DDM Ranasinghe",,2023,… humanoid robot based on natural human harvesting behavior has been the goal of the research in [37]. The humanoid robot … The humanoid robot consists of grippers to achieve the …,,,,,,,,,,,,,,
232,Customer experiences with service robots in hotels: a review and research agenda,"NP Rana, N Begum, MN Faisal…",Journal of Hospitality …,2025,"This study consolidates the limited research on real-life customer experiences with hotels that have integrated service robots (SR) grounded in the Usability, Social Acceptance, User …",,,,,,,,,,,,,,
233,Synthesizing the temporal self: robotic models of episodic and autobiographical memory,"TJ Prescott, PF Dominey",Philosophical Transactions B,2024,"… I’ve seen things you people wouldn’t believe...attack ships on fire off the shoulder of Orion... I … As implemented for the iCub humanoid robot and illustrated in figure 2, this model operated …",,,,,,,,,,,,,,
234,"Privacy in the smart city—applications, technologies, challenges, and solutions","D Eckhoff, I Wagner",IEEE Communications Surveys & …,2017,"… , privacy types, attackers, and data sources for the attacks, giving structure to the fuzzy term “… In Waseda (Japan), the humanoid robot Pepper is used to help high school students study …",,,,,,,,,,,,,,
235,Artificial intelligence in the care of children and adolescents with chronic diseases: a systematic review,"JL Kerth, M Hagemeister, AC Bischops…",European journal of …,2024,… used a mix of patient and environmental factors to predict attacks [25]. Yu et al. developed a … Two studies by an Italian-Dutch research group developed a humanoid robot to assist …,,,,,,,,,,,,,,
236,Safe and Secure? Visions of Military Human-Computer Interaction,S Schmid,Mensch und Computer 2023-Workshopband,2023,"… “a group of flying droids that physically attack the user. Our approach conveys a sense of a living, animate world, when in reality the user is the only animate entity present in the system, …",,,,,,,,,,,,,,
237,Industry 4.0 and the Future of the Labor Market,"CE Hepaktan, D ?im?ek",?zmir Sosyal Bilimler Dergisi,2022,"… It will be inevitable for this data to be exposed to a cyber attack at any time. In … in Turkey, is the world's first humanoid robot factory that makes mass production. AKINROBOTICS carries …",,,,,,,,,,,,,,2025
238,The Automated City: Concept and Metaphors,"SW Loke, A Rakotonirainy, SW Loke…",The Automated City …,2021,… A man has a heart attack in the street; the emergency services send a drone equipped with a … Such an advanced humanoid robot at home helping one person might be at the low end of …,,,,,,,,,,,,,,2022
239,An overview of machine medical ethics,T Kochetkova,Machine Medical Ethics,2014,"… , who wore by that time human clothes, was attacked by vandals who forced it to undress by using … A NAO robot is a programmable autonomous humanoid robot developed by French …",,,,,,,,,,,,,,
240,A Review on Wheeled mobile robot using different Navigation Techniques,"M Yugandhar, C Sahu",Revista Politécnica,2024,"… navigation of UAVs so that they can work together to protect large areas from air attacks. … We provide a humanoid robot navigation approach based on his RA-ACO, mainly for crowded …",,,,,,,,,,,,,,
241,Active touch sensing in mammals and robots,"TJ Prescott, N Lepora, B Mitchinson…",The senses: A …,2020,"… Figure 2A shows the fingertip of a humanoid robot, in whose rubbery surface an array of … , contact and attack phases for the episode shown in A. Compare figure 8b for a shrew attack on …",,,,,,,,,,,,,,
242,Utilizing Deep Reinforcement Learning and Q-Learning algorithms for Improved Ethereum Cybersecurity,"G Kabanda, CT Chipfumbu…",International Journal of …,2023,"… Similarly, [9] used DRL to train a simulated humanoid robot to walk and run, achieving … of assaults, such as doublespending attacks and 51% attacks, can be successfully identified and …",,,,,,,,,,,,,,
243,Could Robots Empatize? A Review on The Employment of Social Robots in Mental Healthcare,M Gültekin,Turkish Psychological Counseling and Guidance …,2022,… perception of humanoid robot heads. In proceedings of the 4th Conference on Designing … Developing kaspar: A humanoid robot for children with autism. International Journal of Social …,,,,,,,,,,,,,,
244,Artificial intelligence in Internet of things,"A Ghosh, D Chakraborty, A Law",CAAI Transactions on …,2018,… Sophia from Hanson Robotics is a social humanoid robot which is incredibly human-like … they stay safeguarded against such attacks. Mock attacking AI systems should be developed …,,,,,,,,,,,,,,
